MSSubClass,MSZoning,log(LotArea),Neighborhood,OverallQual,OverallCond,log(TotalBsmtSF),log(GrLivArea),SaleType,SaleCondition,log(SalePrice)
1-STORY W/FINISHED ATTIC ALL AGES,RL,4.084361759,NAmes,5,7,2.920123326,3.103119254,WD,Normal,5.123851641
1-1/2 STORY FINISHED ALL AGES,RM,3.757396029,OldTown,5,6,2.829946696,3.053462605,WD,Abnorml,4.822821645
2-STORY 1946 & NEWER,FV,3.954242509,Somerst,8,5,3.073351702,3.416640507,New,Partial,5.482125782
1-STORY 1946 & NEWER ALL STYLES,RL,4.402880134,Mitchel,4,5,3.026941628,3.017033339,WD,Normal,5.121395681
2-STORY 1946 & NEWER,RL,3.946157395,NridgHt,9,5,3.164947373,3.347134783,WD,Normal,5.544068044
SPLIT FOYER,RL,4.071219018,Sawyer,5,7,3.044931546,3.062581984,WD,Normal,5.170261715
1-STORY 1946 & NEWER ALL STYLES,RL,3.84509804,CollgCr,5,8,2.936513742,2.936513742,WD,Normal,5.135132651
1-STORY 1946 & NEWER ALL STYLES,RL,3.846584503,Edwards,5,5,3.037426498,3.037426498,WD,Normal,5.195899652
1-1/2 STORY FINISHED ALL AGES,RL,4.138555305,Timber,7,5,3.062957834,3.234770295,WD,Normal,5.273001272
2-STORY 1946 & NEWER,RL,3.983896791,Gilbert,6,5,2.907411361,3.202215776,WD,Normal,5.250420002
2-1/2 STORY ALL AGES,RL,3.792671789,SWISU,4,5,2.900367129,3.348304863,WD,Normal,5.07371835
1-STORY 1946 & NEWER ALL STYLES,RL,3.854306042,NAmes,5,5,2.950364854,2.950364854,WD,Normal,5
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,FV,3.70918513,Somerst,9,5,3.229937686,3.232742063,CWD,Abnorml,5.517063873
DUPLEX - ALL STYLES AND AGES,RL,3.923917223,NAmes,5,5,3.211120541,3.23350376,WD,Family,5.161368002
1-1/2 STORY FINISHED ALL AGES,RL,4.216588111,Edwards,5,7,2.911690159,3.143951116,WD,Normal,5.131939295
1-STORY 1946 & NEWER ALL STYLES,RL,4.200440076,NAmes,8,6,3.345765693,3.345765693,WD,Normal,5.428134794
1-STORY 1946 & NEWER ALL STYLES,RL,4.084933575,NAmes,6,4,3.1775365,3.1775365,WD,Normal,5.174641193
1-1/2 STORY FINISHED ALL AGES,RL,3.906550519,NAmes,5,7,2.827369273,2.965671971,WD,Normal,5.089551883
2-STORY 1946 & NEWER,RL,4.048597158,Sawyer,6,5,2.962842681,3.226084116,WD,Normal,5.236789099
1-STORY 1946 & NEWER ALL STYLES,RL,3.925002508,Sawyer,6,8,3.02489596,3.028571253,WD,Normal,5.188928484
1-STORY 1946 & NEWER ALL STYLES,RL,4.123328867,Sawyer,5,5,3.14082218,3.14082218,WD,Normal,5.217483944
DUPLEX - ALL STYLES AND AGES,RL,3.846213364,SawyerW,5,5,#NUM!,3.18610838,WD,Alloca,5.075028418
2-STORY 1946 & NEWER,RL,3.848558572,NAmes,6,5,2.892094603,3.254306332,WD,Normal,5.146128036
1-STORY 1945 & OLDER,RM,3.94275192,IDOTRR,4,6,2.978180517,2.978180517,WD,Abnorml,5.027349608
DUPLEX - ALL STYLES AND AGES,RL,3.846213364,SawyerW,5,5,#NUM!,3.350248018,WD,Alloca,5.155193274
1-STORY 1946 & NEWER ALL STYLES,RL,4.111228898,NridgHt,9,5,3.367355921,3.373647472,New,Partial,5.78650795
1-STORY 1946 & NEWER ALL STYLES,RL,3.844663528,Sawyer,5,7,2.959994838,3.092018471,WD,Normal,5.130333768
1-STORY 1946 & NEWER ALL STYLES,RL,3.86569606,NAmes,4,6,2.933487288,2.933487288,WD,Normal,5.041392685
1-STORY 1946 & NEWER ALL STYLES,RL,3.940117867,NAmes,5,7,2.996511672,3.115943177,WD,Normal,5.184691431
2-STORY 1946 & NEWER,RL,3.896250562,Gilbert,7,5,2.893761762,3.17868924,WD,Normal,5.255272505
1-STORY 1946 & NEWER ALL STYLES,RL,4.171989583,Gilbert,7,5,3.222716471,3.222716471,New,Partial,5.380211242
1-STORY 1946 & NEWER ALL STYLES,RL,3.790496277,Sawyer,5,6,2.942504106,2.955206538,WD,Normal,5.098643726
1-STORY 1946 & NEWER ALL STYLES,RL,3.996511672,NAmes,5,5,3.023663918,3.026533265,WD,Normal,5.10720997
1-STORY 1946 & NEWER ALL STYLES,RL,4.130365937,Somerst,8,5,3.21031852,3.213783299,WD,Normal,5.40654018
1-1/2 STORY FINISHED ALL AGES,RL,4.06069784,Crawfor,7,7,3.007320953,3.313234292,WD,Normal,5.397940009
1-STORY 1946 & NEWER ALL STYLES,RL,3.948657432,Mitchel,5,5,2.936513742,2.955206538,WD,Normal,5.117271296
2-STORY 1946 & NEWER,RL,4.099991234,Gilbert,6,5,2.870403905,3.171433901,WD,Normal,5.240549248
DUPLEX - ALL STYLES AND AGES,RL,4.064457989,NAmes,5,5,3.043362278,3.35679046,WD,Normal,5.188365926
1-STORY 1946 & NEWER ALL STYLES,RL,3.967828679,CollgCr,5,7,3.103119254,3.103119254,WD,Normal,5.156851901
1-STORY 1945 & OLDER,RM,3.786751422,BrkSide,5,7,2.88536122,3.006466042,WD,Abnorml,4.944482672
DUPLEX - ALL STYLES AND AGES,RH,3.797267541,Crawfor,5,6,3.000434077,3.301464073,WD,Normal,5.161368002
2-STORY PUD - 1946 & NEWER,FV,3.477121255,Somerst,6,5,2.786751422,3.087781418,New,Partial,5.239882319
2-STORY PUD - 1946 & NEWER,RM,3.301247089,MeadowV,4,5,2.737192643,3.038222638,WD,Normal,4.875061263
1-STORY 1946 & NEWER ALL STYLES,C (all),3.954242509,IDOTRR,2,3,2.681241237,2.681241237,WD,Abnorml,4.547910017
1-STORY 1946 & NEWER ALL STYLES,RL,4.234010818,Edwards,4,6,3.054613055,3.089551883,WD,Normal,5.130333768
2-STORY 1946 & NEWER,RL,4.118099312,SawyerW,7,5,3.042969073,3.32776749,WD,Normal,5.376576957
1-STORY 1946 & NEWER ALL STYLES,RL,4.042536137,NAmes,6,8,3.073351702,3.150449409,WD,Normal,5.24674471
2-STORY 1946 & NEWER,RL,3.927473021,SawyerW,6,5,2.967547976,3.23578087,WD,Normal,5.303196057
DUPLEX - ALL STYLES AND AGES,RL,3.943346098,Edwards,5,7,3.104487111,3.342422681,WD,Normal,5.164055292
1-STORY 1946 & NEWER ALL STYLES,RL,4.010172703,Gilbert,6,5,3.119255889,3.119255889,New,Partial,5.230423374
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.903740941,SawyerW,6,5,3.205204364,3.20871002,WD,Normal,5.285557309
1-STORY 1946 & NEWER ALL STYLES,RL,4.010299957,NWAmes,6,6,3.22685757,3.22685757,WD,Normal,5.317018101
1-STORY 1946 & NEWER ALL STYLES,RL,4.193430724,NWAmes,5,6,3.051538391,3.051538391,WD,Abnorml,5.243038049
2-STORY 1946 & NEWER,RL,4.079145053,NridgHt,8,5,3.072249898,3.375480715,WD,Normal,5.45484486
2-STORY 1946 & NEWER,RL,3.995635195,NWAmes,7,5,2.920123326,3.296226287,WD,Normal,5.245512668
1-STORY 1946 & NEWER ALL STYLES,RL,4.073278336,CollgCr,8,5,3.243781916,3.252367514,WD,Normal,5.373831145
2-STORY 1946 & NEWER,RL,4.11414375,Gilbert,7,5,2.984077034,3.349471799,WD,Normal,5.346352974
1-STORY 1946 & NEWER ALL STYLES,RL,3.950608225,Timber,8,5,3.16613397,3.16613397,WD,Normal,5.303196057
1-STORY 1946 & NEWER ALL STYLES,RL,3.959041392,NAmes,5,6,2.966141733,2.966141733,WD,Normal,5.070037867
1-STORY 1946 & NEWER ALL STYLES,RL,4.067070856,Somerst,9,5,3.27989498,3.27989498,WD,Normal,5.505149978
1-STORY 1946 & NEWER ALL STYLES,RL,3.928754202,CollgCr,7,5,3.176091259,3.176091259,WD,Normal,5.278753601
1-STORY 1946 & NEWER ALL STYLES,RL,4.441695136,NAmes,7,7,2.767155866,3.315760491,WD,Normal,5.383815366
1-STORY 1945 & OLDER,RL,3.76529593,BrkSide,4,5,2.77815125,2.873320602,WD,Normal,4.902546779
1-STORY 1946 & NEWER ALL STYLES,RL,4.003589767,SawyerW,7,5,3.070407322,3.079181246,WD,Normal,5.266936911
2-STORY 1946 & NEWER,RL,3.985650974,Somerst,7,5,3.046495164,3.294686624,WD,Normal,5.403120521
2-STORY 1946 & NEWER,RL,3.942504106,CollgCr,7,5,3.14332713,3.292699003,New,Partial,5.379847368
2-STORY 1945 & OLDER,RL,4.3818368,ClearCr,7,7,3.013679697,3.380753771,COD,Normal,5.388101202
DUPLEX - ALL STYLES AND AGES,RL,4.101747074,Mitchel,6,5,3.237543738,3.237543738,WD,Normal,5.17868924
2-STORY 1946 & NEWER,RL,3.94225615,Gilbert,7,5,2.996511672,3.31386722,WD,Normal,5.330413773
DUPLEX - ALL STYLES AND AGES,RL,3.887110703,Edwards,4,3,3.158362492,3.158362492,Oth,Abnorml,5.176091259
DUPLEX - ALL STYLES AND AGES,RL,4.397940009,Mitchel,5,4,3.212720154,3.212720154,WD,Normal,5.155336037
1-STORY 1946 & NEWER ALL STYLES,RL,4.157607853,Timber,6,6,2.913283902,3.128399269,COD,Abnorml,5.138302698
1-1/2 STORY FINISHED ALL AGES,RM,3.945468585,OldTown,5,6,3.036628895,3.271609301,WD,Normal,5.096562438
SPLIT OR MULTI-LEVEL,RL,3.911849796,NAmes,5,6,3.058426024,3.058426024,WD,Normal,5.155336037
1-STORY 1946 & NEWER ALL STYLES,RL,4.162444914,Timber,8,5,3.208441356,3.211921084,WD,Normal,5.431363764
2-STORY 1946 & NEWER,RL,4.146314122,CollgCr,7,5,2.971275849,3.249442961,WD,Normal,5.284430734
1-STORY 1946 & NEWER ALL STYLES,RL,3.971275849,NWAmes,6,7,3.06483222,3.140193679,WD,Normal,5.2955671
1-STORY 1946 & NEWER ALL STYLES,RL,3.857332496,NAmes,5,8,2.936513742,2.936513742,WD,Normal,5.11058971
1-STORY 1946 & NEWER ALL STYLES,RH,3.892094603,SawyerW,5,5,2.918030337,2.984527313,WD,Abnorml,5.078819183
SPLIT FOYER,RL,3.857332496,CollgCr,5,8,2.88536122,2.88536122,WD,Normal,5.126780577
2-STORY 1946 & NEWER,RL,4.044343735,Mitchel,5,4,2.894316063,3.294025094,WD,Normal,5.235528447
DUPLEX - ALL STYLES AND AGES,RL,3.973127854,Edwards,6,5,2.975431809,2.991226076,WD,AdjLand,5.105510185
DUPLEX - ALL STYLES AND AGES,RH,3.853454841,Crawfor,6,6,2.990782692,3.291812687,WD,Normal,5.161368002
2-STORY PUD - 1946 & NEWER,RM,3.113943352,Blueste,6,6,2.748962861,3.089551883,WD,Normal,5.093421685
1-STORY 1946 & NEWER ALL STYLES,RL,3.870403905,Sawyer,5,5,3.024074987,3.024074987,WD,Normal,5.120573931
1-STORY 1946 & NEWER ALL STYLES,RL,3.926856709,CollgCr,7,5,3.126131407,3.126131407,WD,Normal,5.267171728
2-STORY PUD - 1946 & NEWER,FV,3.410270964,Somerst,7,5,2.84260924,3.151063253,WD,Normal,5.190331698
1-STORY 1946 & NEWER ALL STYLES,RL,3.857754522,BrkSide,5,7,2.933487288,2.933487288,WD,Normal,5.066325925
2-STORY 1946 & NEWER,RL,4.087319912,NWAmes,6,7,3.123851641,3.458184436,WD,Normal,5.434568904
2-STORY PUD - 1946 & NEWER,RL,3.363235804,NPkVill,6,6,2.905256049,3.189770956,WD,Normal,5.190331698
1-STORY 1946 & NEWER ALL STYLES,RL,4.076385544,CollgCr,9,5,3.255272505,3.255272505,WD,Normal,5.378397901
2-STORY 1946 & NEWER,RL,4.053692939,Timber,7,5,2.912222057,3.277379975,WD,Normal,5.332236415
2-STORY 1946 & NEWER,RL,4.010172703,Gilbert,6,5,2.893761762,3.171433901,New,Partial,5.252610341
1-1/2 STORY FINISHED ALL AGES,RL,3.982271233,Crawfor,5,7,2.862131379,3.116607744,WD,Normal,5.204119983
1-STORY 1946 & NEWER ALL STYLES,RL,3.868644438,NAmes,5,7,3.04060234,3.04060234,WD,Normal,5.130333768
1-1/2 STORY FINISHED ALL AGES,RM,3.772688355,OldTown,3,6,2.77815125,2.985875357,WD,Abnorml,4.57863921
2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,4.016281025,NAmes,6,5,2.769377326,3.039414119,ConLD,Normal,5.146128036
1-1/2 STORY FINISHED ALL AGES,RL,4.033423755,NAmes,4,4,2.857332496,3.076276255,WD,Abnorml,5.130333768
2-STORY PUD - 1946 & NEWER,RL,3.35564305,NridgHt,7,5,2.883093359,3.211120541,WD,Normal,5.238046103
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.897187077,SawyerW,6,5,2.962842681,2.962842681,WD,Normal,4.997823081
1-STORY 1946 & NEWER ALL STYLES,FV,4.065915668,Somerst,7,5,3.154728207,3.154728207,New,Partial,5.260071388
2-STORY 1945 & OLDER,RL,4.057437868,BrkSide,7,8,2.862131379,3.305136319,WD,Normal,5.224014811
2-STORY PUD - 1946 & NEWER,FV,3.423409728,Somerst,7,5,2.828015064,3.140508043,WD,Normal,5.217483944
1-STORY 1945 & OLDER,RL,3.770852012,BrkSide,4,7,2.643452676,2.939019776,WD,Normal,4.931966115
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,FV,3.630834518,Somerst,7,5,3.093771781,3.093771781,New,Partial,5.300812794
1-STORY 1946 & NEWER ALL STYLES,RL,3.975431809,Edwards,4,5,2.951337519,2.951337519,WD,Abnorml,5.041392685
1-STORY 1946 & NEWER ALL STYLES,RL,3.945271582,Sawyer,5,6,3.049605613,3.049605613,WD,Normal,5.1430148
SPLIT FOYER,RL,4.08357428,NAmes,7,9,2.974971994,2.999565488,WD,Normal,5.25139485
2-STORY 1946 & NEWER,RL,4.086466611,NoRidge,8,5,3.088136089,3.416973173,WD,Normal,5.526339277
1-STORY 1946 & NEWER ALL STYLES,RL,3.502700175,Blmngtn,7,5,3.102433706,3.102433706,WD,Normal,5.203834883
2-STORY 1946 & NEWER,RL,4.051152522,CollgCr,8,5,3.0523091,3.359835482,WD,Normal,5.408070286
DUPLEX - ALL STYLES AND AGES,RL,4.005395032,Mitchel,5,5,#NUM!,3.239049093,COD,Normal,5.100370545
2 FAMILY CONVERSION - ALL STYLES AND AGES,RL,4.036628895,Edwards,5,5,3.06595298,3.06595298,ConLD,Normal,5.096910013
1-1/2 STORY FINISHED ALL AGES,RM,3.725094521,OldTown,6,8,2.685741739,3.213517757,WD,Normal,5.068185862
1-STORY 1946 & NEWER ALL STYLES,RL,4.00685096,NridgHt,9,5,3.285557309,3.28780173,New,Partial,5.596808144
2-STORY 1946 & NEWER,RL,4.080842859,NWAmes,6,6,2.928395852,3.307496038,WD,Normal,5.290034611
2-STORY 1946 & NEWER,FV,3.90982337,Somerst,7,5,2.886490725,3.197556213,New,Partial,5.294466226
2-STORY 1946 & NEWER,RL,3.975523713,NoRidge,8,5,3.144885418,3.378761175,WD,Normal,5.541579244
2-STORY 1945 & OLDER,RM,4.247261127,OldTown,8,9,2.961895474,3.241048151,WD,Normal,5.225309282
2-STORY 1946 & NEWER,RL,3.989449818,NAmes,6,8,2.914871818,3.267406419,WD,Normal,5.271841607
2-STORY 1946 & NEWER,RL,3.946746935,CollgCr,6,5,2.875061263,3.176091259,New,Partial,5.240299582
1-STORY 1946 & NEWER ALL STYLES,RL,4.0953786,NridgHt,10,5,3.230448921,3.235023159,WD,Normal,5.528273777
1-1/2 STORY FINISHED ALL AGES,RL,3.673205282,BrkSide,4,7,2.873320602,3.089905111,WD,Abnorml,5.084933575
1-STORY 1946 & NEWER ALL STYLES,RL,4.027716462,NAmes,5,6,3.021189299,3.021189299,COD,Normal,5.135132651
1-STORY 1946 & NEWER ALL STYLES,RL,4.06881643,NWAmes,6,6,3.15896526,3.15896526,WD,Normal,5.267171728
1-STORY 1945 & OLDER,RM,3.990605211,IDOTRR,3,4,3.003029471,3.032215703,WD,Normal,4.959041392
1-STORY 1946 & NEWER ALL STYLES,RL,3.830075166,CollgCr,7,5,3.074450719,3.082066934,WD,Normal,5.31386722
1-STORY 1946 & NEWER ALL STYLES,RL,4.008855564,Edwards,3,3,#NUM!,2.974971994,WD,Normal,4.913813852
1-STORY 1945 & OLDER,RL,3.73239376,OldTown,5,6,2.839478047,2.839478047,WD,Abnorml,4.934498451
1-STORY 1946 & NEWER ALL STYLES,RL,4.077622229,Somerst,8,5,3.197004728,3.197004728,WD,Normal,5.365487985
DUPLEX - ALL STYLES AND AGES,RL,4.06069784,NWAmes,5,6,3.225309282,3.225309282,WD,Normal,5.13641931
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.502700175,Blmngtn,7,5,3.12904506,3.177247836,WD,Normal,5.257678575
SPLIT OR MULTI-LEVEL,RL,3.923503067,CollgCr,5,8,2.99343623,2.99343623,WD,Normal,5.175801633
1-STORY 1946 & NEWER ALL STYLES,RL,4.084754963,NAmes,6,3,3.219322508,3.219322508,WD,Normal,5.213517757
2-STORY PUD - 1946 & NEWER,RM,3.345765693,MeadowV,4,4,2.737192643,3.038222638,WD,Normal,4.944482672
1-STORY 1946 & NEWER ALL STYLES,RL,4.083430948,Mitchel,7,5,3.23299611,3.23299611,WD,Normal,5.380211242
1-1/2 STORY FINISHED ALL AGES,RL,3.77815125,SWISU,5,5,3.003460532,3.182414652,WD,Normal,5.008600172
1-1/2 STORY FINISHED ALL AGES,RL,4.328094058,Sawyer,5,5,2.857332496,3.104145551,WD,Normal,5.130333768
DUPLEX - ALL STYLES AND AGES,RL,3.992332559,Edwards,5,5,#NUM!,3.221153322,WD,Normal,5
2-STORY 1945 & OLDER,RL,4.024977972,Crawfor,6,7,2.779596491,3.176669933,WD,Normal,5.217483944
1-STORY 1945 & OLDER,RM,3.857332496,OldTown,5,4,3.009450896,3.009450896,WD,Normal,4.929418926
1-STORY 1946 & NEWER ALL STYLES,RL,4.066847511,NAmes,6,5,3.034227261,3.034227261,WD,Normal,5.076276255
2-STORY 1946 & NEWER,RL,3.924279286,NWAmes,8,6,2.908485019,3.221414238,WD,Normal,5.356025857
1-STORY 1946 & NEWER ALL STYLES,RL,4.074926097,CollgCr,7,5,3.177247836,3.177247836,WD,Normal,5.307496038
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.764475027,StoneBr,8,5,3.086359831,3.133538908,COD,Abnorml,5.273001272
SPLIT OR MULTI-LEVEL,RL,4.032779879,Gilbert,7,5,2.584331224,3.16790781,WD,Normal,5.204119983
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.478999132,Blmngtn,7,5,3.134177108,3.177824972,WD,Normal,5.329377537
1-STORY 1946 & NEWER ALL STYLES,RL,3.846584503,Edwards,4,5,3.053846427,3.053846427,WD,Normal,5.245512668
1-STORY 1946 & NEWER ALL STYLES,RL,3.869583708,CollgCr,7,5,3.078819183,3.086359831,New,Partial,5.28780173
1-1/2 STORY FINISHED ALL AGES,RM,3.974925986,OldTown,5,5,2.959994838,3.096214585,WD,Normal,4.939519253
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.502700175,Blmngtn,7,5,3.12904506,3.177247836,WD,Normal,5.281033367
1-STORY 1946 & NEWER ALL STYLES,RL,4.190275657,Timber,8,6,3.194514342,3.462098381,COD,Abnorml,5.457881897
1-STORY 1946 & NEWER ALL STYLES,RL,3.886490725,CollgCr,5,5,2.945468585,2.945468585,WD,Normal,5.051152522
1-STORY 1946 & NEWER ALL STYLES,RL,3.968482949,NAmes,5,5,3.103119254,3.101747074,WD,Normal,5.224014811
1-STORY 1946 & NEWER ALL STYLES,RL,3.978636948,Timber,8,5,3.214313897,3.216429831,New,Partial,5.466981737
1-1/2 STORY FINISHED ALL AGES,RL,3.97735773,NAmes,5,5,2.88536122,3.138618434,WD,Normal,5.021189299
2-STORY PUD - 1946 & NEWER,RM,3.225309282,BrDale,6,7,2.827369273,3.085647288,WD,Normal,5.071882007
2 FAMILY CONVERSION - ALL STYLES AND AGES,RH,3.850155922,SWISU,5,8,2.836324116,3.28510703,WD,Normal,5.204119983
2-1/2 STORY ALL AGES,RL,4.200385324,SWISU,7,3,2.915927212,3.488832634,WD,Normal,5.294466226
2-STORY 1946 & NEWER,RL,4.162594274,NoRidge,8,7,3.126456113,3.401400541,WD,Abnorml,5.491361694
1-STORY 1946 & NEWER ALL STYLES,RL,3.90982337,CollgCr,7,5,3.218535505,3.218535505,WD,Normal,5.361727836
1-STORY 1945 & OLDER,RL,3.799685091,Crawfor,5,7,2.963787827,2.979548375,WD,Normal,5.078275522
1-STORY 1946 & NEWER ALL STYLES,RL,4.06069784,Edwards,4,3,#NUM!,2.926856709,WD,Normal,4.924279286
1-STORY 1946 & NEWER ALL STYLES,RL,4.110522373,Timber,9,5,3.209515015,3.209515015,WD,Normal,5.498999364
2-STORY 1946 & NEWER,RL,3.965671971,CollgCr,8,5,3.02325246,3.354684554,WD,Normal,5.457881897
2-STORY PUD - 1946 & NEWER,RM,3.185542155,MeadowV,4,6,2.737192643,3.128399269,WD,Normal,4.986771734
PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,RM,3.169380495,MeadowV,4,4,2.799340549,2.799340549,WD,Normal,4.903089987
1-STORY 1946 & NEWER ALL STYLES,RL,4.118099312,Sawyer,5,4,3.054613055,3.255995727,WD,Normal,5.190331698
2-STORY 1946 & NEWER,RL,3.960470778,NWAmes,6,8,2.903089987,3.212720154,WD,Normal,5.238046103
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.730862992,NridgHt,6,5,3.115943177,3.115943177,WD,Normal,5.292256071
2-STORY 1946 & NEWER,RL,4.073315021,SawyerW,7,5,3.16879202,3.367169489,WD,Normal,5.418765175
1-STORY 1946 & NEWER ALL STYLES,RL,3.982271233,NWAmes,8,5,3.402089351,3.402089351,WD,Normal,5.444044796
1-STORY 1946 & NEWER ALL STYLES,RL,4.136086097,Edwards,3,5,#NUM!,3.238798563,WD,Normal,5.144885418
2-STORY 1946 & NEWER,RL,4.205637359,StoneBr,9,5,3.299289334,3.457579147,New,Partial,5.745528377
1-STORY 1946 & NEWER ALL STYLES,RL,3.965906915,CollgCr,5,5,2.995635195,2.995635195,WD,Normal,5.161368002
1-STORY 1946 & NEWER ALL STYLES,RL,4.337459261,Mitchel,5,4,#NUM!,3.248218561,WD,Normal,5.06069784
1-STORY 1946 & NEWER ALL STYLES,RL,4.045322979,Edwards,4,7,#NUM!,2.968482949,WD,Abnorml,4.92890769
1-STORY 1946 & NEWER ALL STYLES,RL,3.953904593,Gilbert,7,5,3.114610984,3.114610984,New,Partial,5.246707799
1-STORY 1946 & NEWER ALL STYLES,RL,4.048247532,CollgCr,7,5,3.119255889,3.119255889,New,Partial,5.301336065
2-STORY 1946 & NEWER,RL,3.977723605,NAmes,6,6,2.911690159,3.296006669,WD,Normal,5.217483944
1-STORY 1946 & NEWER ALL STYLES,RL,3.932575223,Edwards,5,6,3.084933575,3.183554534,WD,Normal,5.159867847
2-STORY 1946 & NEWER,RL,4.05564586,CollgCr,8,5,3.027349608,3.298634783,WD,Normal,5.40654018
1-STORY 1946 & NEWER ALL STYLES,RL,4.05541656,NWAmes,6,5,3.076640444,3.182699903,COD,Abnorml,5.255272505
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.848312304,NridgHt,7,5,3.13481437,3.13481437,WD,Normal,5.269162565
2-STORY 1946 & NEWER,RL,4.476527313,NoRidge,7,6,2.98811284,3.267171728,WD,Normal,5.394451681
2-STORY 1946 & NEWER,RL,4.0533858,NridgHt,9,5,3.042969073,3.339252634,WD,Normal,5.525044807
1-1/2 STORY FINISHED ALL AGES,RL,4.052116551,Crawfor,6,7,2.931457871,3.29907126,WD,Normal,5.342422681
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RL,3.691965103,StoneBr,8,5,3.126456113,3.126456113,WD,Normal,5.329397879
1-STORY 1945 & OLDER,C (all),4.255272505,IDOTRR,3,4,2.951337519,2.951337519,ConLD,Normal,4.908485019
2 FAMILY CONVERSION - ALL STYLES AND AGES,RM,4.133538908,OldTown,5,5,2.820857989,3.368658712,WD,Normal,4.954242509
1-STORY 1945 & OLDER,RM,3.77815125,OldTown,6,6,3.042575512,3.042575512,WD,Normal,5.043362278
1-STORY 1946 & NEWER ALL STYLES,RL,4.041392685,NAmes,5,6,3.062205809,3.062205809,WD,Normal,5.187520721
2-STORY 1946 & NEWER,RL,4.146128036,ClearCr,7,5,3.115943177,3.354108439,WD,Normal,5.515873844
2-STORY 1946 & NEWER,RL,3.894149847,Gilbert,6,7,2.902546779,3.196176185,WD,Normal,5.250420002
2-STORY 1946 & NEWER,RL,3.989449818,NAmes,6,6,2.892094603,3.20709554,WD,Normal,5.225050696
2-STORY PUD - 1946 & NEWER,RM,3.598133646,MeadowV,6,4,2.974050903,3.401572846,WD,Normal,5.180125875
1-1/2 STORY - UNFINISHED ALL AGES,RL,3.982271233,NAmes,5,7,2.926856709,2.950851459,WD,Normal,5.130333768
1-STORY 1946 & NEWER ALL STYLES,RL,4.006551609,NAmes,5,5,3.020361283,3.020361283,WD,Normal,5.130333768
2-STORY 1946 & NEWER,RL,4.068185862,NWAmes,6,6,2.861534411,3.192009593,WD,Normal,5.187520721
1-1/2 STORY FINISHED ALL AGES,RL,3.879955585,Edwards,5,3,2.908485019,3.163161375,WD,Normal,4.961421094
2-STORY 1946 & NEWER,RL,3.900367129,Edwards,6,6,2.838849091,3.154119526,WD,Normal,5.202760687
1-STORY 1946 & NEWER ALL STYLES,RL,3.932270776,CollgCr,7,5,3.093421685,3.093421685,WD,Normal,5.28780173
2-STORY 1945 & OLDER,RL,4.118099312,Crawfor,7,6,2.903089987,3.240549248,CWD,Normal,5.341434525
1-1/2 STORY FINISHED ALL AGES,RL,4.033423755,OldTown,5,8,2.900913068,3.16613397,WD,Normal,5.230448921
1-STORY 1946 & NEWER ALL STYLES,RL,4.200576927,NAmes,5,5,3.039810554,3.039810554,WD,Abnorml,5.142389466
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,RM,3.646893624,CollgCr,6,5,2.928395852,2.928395852,WD,Normal,5.192846115
1-STORY 1946 & NEWER ALL STYLES,RL,3.943247125,CollgCr,5,5,2.995635195,2.995635195,WD,Normal,5.100370545
1-STORY 1946 & NEWER ALL STYLES,RL,4.042969073,NWAmes,6,7,3.099680641,3.099680641,COD,Abnorml,5.161368002
1-STORY 1946 & NEWER ALL STYLES,RL,3.875061263,Sawyer,5,5,3.017033339,3.017033339,WD,Normal,5.123851641
1-STORY 1946 & NEWER ALL STYLES,RL,3.941958417,CollgCr,7,5,3.164055292,3.164055292,WD,Normal,5.283301229
1-STORY 1946 & NEWER ALL STYLES,RL,3.944482672,NAmes,6,6,3.09725731,3.09725731,WD,Normal,5.204119983
2-STORY 1946 & NEWER,RL,4.114977745,Gilbert,6,5,2.839478047,3.175511813,WD,Normal,5.273001272
SPLIT FOYER,RL,3.957559402,SawyerW,6,6,2.971275849,2.998259338,WD,Normal,5.167317335
2-STORY PUD - 1946 & NEWER,RM,3.295347148,MeadowV,4,5,2.737192643,3.038222638,WD,Normal,4.921686475
2-STORY 1946 & NEWER,FV,4.024239306,Somerst,8,5,3.034227261,3.290702243,WD,Normal,5.401400541
2-STORY PUD - 1946 & NEWER,RM,3.401745082,Edwards,7,5,2.986771734,3.232742063,WD,Normal,5.138302698
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,FV,3.520614522,Somerst,8,5,3.095866453,3.095866453,WD,Normal,5.294466226
DUPLEX - ALL STYLES AND AGES,RL,3.93166124,NAmes,3,4,#NUM!,3.017033339,WD,Normal,4.968015714
